#plotcli -d hx,hy,,
hx and hy are 2D coordinates on a histogram

-0.290817,0.90909,1.40997,2.20049
0.082615,0.855601,1.33542,1.60548
-0.149786,1.64213,1.42069,1.97822
0.342189,1.25411,1.39125,1.81811
0.0438712,1.28214,1.66914,2.07082
-0.270483,1.19793,1.50983,1.87843
-0.187218,1.0347,2.03955,1.94031
-0.0796033,1.04287,1.42622,2.2325
-0.304024,1.14047,1.50734,1.87524
0.270735,1.10952,1.26657,2.08279
0.0323086,1.05068,1.41767,1.75231
0.0120941,1.01693,1.49214,2.20264
-0.234144,0.692923,1.02633,1.78336
0.227838,0.829016,1.4193,2.00882
-0.174449,1.02751,1.18045,2.266
0.121758,1.16086,1.40665,1.96274
0.210558,0.845044,1.36093,1.72524
0.0310094,1.26201,1.39905,1.8209
0.0833683,1.1142,1.44242,1.887
-0.198335,0.929384,1.29365,1.72801
-0.0448302,1.04337,1.4873,2.02208
-0.0325505,0.885021,1.61438,2.06433
-0.225905,0.718654,1.51246,2.2619
-0.0334686,1.36766,1.16024,1.71915
0.0545221,1.01877,1.90226,2.31335
-0.141918,1.16817,1.63472,1.68057
0.0654311,1.04832,1.76241,2.03582
-0.248524,1.26065,1.37487,2.33763
0.248728,0.920921,1.48863,2.13093
0.21306,0.771872,1.47515,2.00874
0.0801487,1.1905,1.56028,1.57301
-0.159841,1.13212,1.73438,1.7604
0.0281217,0.903672,1.57656,1.75069
0.142404,1.10794,1.64952,1.88755
-0.090299,0.955291,1.57606,1.95298
0.105117,1.15958,1.62999,2.23165
0.155135,0.785895,1.42234,2.06331
0.182923,1.30926,1.50599,2.1149
0.143781,1.73913,1.4037,1.93603
0.116758,0.689488,1.64588,2.00989
0.389545,0.822022,1.66047,2.0526
0.10641,0.635857,1.6149,2.34913
0.0893209,0.989201,1.51345,2.30731
-0.196652,1.10144,1.31171,1.78451
-0.278419,0.986438,1.45065,2.15167
0.123495,1.01332,1.58211,2.02566
-0.127519,0.695317,1.3257,1.84719
0.0894578,1.22323,1.41275,1.9778
0.315398,0.868884,1.46964,2.13208
0.182586,1.0851,1.49713,2.02513
0.248241,1.23283,1.43701,1.92507
0.0721564,0.644633,1.3624,2.00508
0.0745363,1.26389,1.17096,1.5552
-0.344935,1.03467,1.36971,1.79641
0.00967745,0.978713,1.4246,2.3122
-0.415132,0.768201,1.14083,2.07186
0.16913,0.460313,1.3005,2.04908
0.100112,0.923272,1.11617,1.954
0.402777,1.03773,1.62617,2.44231
-0.418209,0.954257,1.17926,1.753
0.0866409,1.15594,1.1824,2.07794
-0.195793,0.867316,1.35022,1.66802
0.117946,0.972339,1.64427,1.97333
0.0229996,1.13227,1.29515,1.81526
0.138467,1.16761,1.61627,2.02326
-0.0225975,1.10408,1.55382,1.76151
-0.107952,1.09877,1.39771,1.86463
-0.209843,0.668466,1.61124,2.19434
0.146827,0.791704,1.34255,2.02561
0.128847,0.839862,1.87035,2.13304
0.174311,1.06048,1.47381,1.91143
-0.70162,0.805961,1.89772,2.13315
0.0385734,0.792318,1.62614,1.95038
-0.12348,0.831509,1.39285,1.82562
0.155343,0.663168,1.70258,1.93614
0.30743,0.637578,1.48249,2.12373
-0.193606,1.25965,1.70877,1.73371
0.128603,1.32433,1.57369,1.70463
0.0966585,0.90905,1.51719,2.12587
0.0825938,0.922619,1.17728,1.94458
0.210435,0.808542,1.57128,1.61089
0.444761,1.07006,1.46681,1.95949
-0.0692775,0.898252,1.3773,1.98902
0.466328,0.913299,1.43252,2.22096
-0.245601,0.831557,1.55588,1.80198
-0.0105535,0.904981,1.46319,1.5169
-0.161957,1.37977,1.4671,2.16622
-0.157332,0.978939,1.3255,1.86778
0.204735,0.954938,1.34207,2.31975
0.148017,0.766921,1.53809,1.70802
0.00688241,1.1733,1.51803,1.77729
0.265013,0.558048,1.53913,1.92147
-0.217593,0.85693,1.40219,2.08546
-0.262405,1.07229,1.64901,2.01945
-0.346059,1.28161,1.49983,1.7914
0.277155,1.10389,1.27985,1.78961
0.146112,0.982823,1.50635,2.09154
-0.0579348,0.923504,1.28852,2.27299
-0.0253556,1.06335,1.30645,2.22632
-0.0982024,1.03133,1.54269,1.90559
-0.000517094,0.865903,1.43528,1.97719
-0.170251,1.06798,1.67738,2.10851
0.272915,1.02663,1.43119,1.81442
-0.205963,1.01223,1.37314,1.97268
0.124657,0.892115,1.58946,1.89328
-0.136136,0.981387,1.27316,2.1117
0.187155,1.14856,1.18208,2.17531
-0.0653963,0.91814,1.10734,2.06127
0.0190241,0.926006,1.21163,2.05222
0.0490248,0.825056,1.20656,1.92457
-0.0620896,1.12678,1.25314,2.16298
-0.433023,0.780874,1.67405,2.17167
-0.154375,1.04789,1.1127,2.01132
-0.137267,0.967585,1.69014,2.40643
0.0972063,0.938586,1.48869,1.83663
-0.49801,1.31469,1.28133,1.87727
-0.101194,0.763658,1.60882,1.73905
-0.0300379,0.939768,1.68627,1.76684
0.00881462,0.745014,1.71223,1.65435
0.158563,0.805501,1.49096,2.12426
-0.146103,1.20387,1.64,2.42512
-0.104146,0.732829,1.43736,2.25661
-0.132833,0.957648,1.32534,2.08611
-0.087691,0.839518,1.42843,2.54841
0.12997,0.931803,1.43787,1.69753
0.204317,0.992601,1.70074,1.71748
-0.279109,0.959633,1.21229,2.18037
0.048943,1.0568,1.20657,1.85036
-0.0116043,0.983946,1.33245,2.09881
0.0449238,0.940332,1.0882,2.01989
-0.192265,1.2936,1.18375,1.88525
0.046672,0.950662,1.49172,2.43526
0.100357,1.05411,1.50117,2.19037
-0.174879,0.864965,1.52793,1.90062
-0.0444234,0.705049,1.43923,2.146
-0.428268,0.951031,1.4893,1.83469
-0.0573944,1.05959,1.49898,2.32541
-0.0113521,0.944353,1.62002,2.06602
0.493706,1.26648,1.56885,1.91197
-0.0960843,0.825302,1.37627,1.57016
0.142112,1.26702,0.961077,1.67105
0.219231,1.02397,1.64995,2.2799
-0.0586863,0.8371,1.59324,2.04508
-0.0264428,0.976249,1.53228,1.98316
-0.139621,1.33589,1.2787,1.96875
0.317233,1.13614,1.337,2.26678
0.0338994,1.02501,1.69945,1.93462
-0.116309,0.634244,1.36509,2.00198
-0.0584736,0.671004,1.82426,2.012
0.0884266,0.967746,1.68225,2.07791
-0.31217,0.732092,1.45802,1.87605
-0.15563,1.00033,1.58779,1.93671
-0.016185,0.823553,1.4142,2.03715
0.133761,1.13081,1.47995,1.5931
0.0725276,0.688538,1.21663,1.61375
0.471512,0.871056,1.32017,1.83506
-0.0949153,0.814036,1.29452,1.7328
