#plotcli -x 0,1,.. -p a,b,.. --type hist
-p signifies plot ids, i.e. these will be
plotted in different plots

-0.246465,1.1349,1.37636,2.33029
0.17212,1.23672,1.77301,1.96037
0.000651441,0.724035,1.5267,2.03115
0.052469,1.28042,1.10252,2.07756
-0.218561,1.07324,1.58702,1.83484
0.461657,0.96275,1.61422,2.01477
-0.0301995,0.901153,1.42976,1.83419
0.188405,1.07363,1.47592,2.03407
0.180592,1.08957,1.57372,2.05579
-0.301456,1.28647,1.18671,1.86986
-0.143762,1.01361,1.38507,1.93318
-0.201097,1.07135,1.14396,2.12374
-0.166839,1.18496,1.66685,2.05758
-0.0883441,1.15318,1.6945,1.69598
-0.540685,0.7562,1.2825,1.89096
-0.122559,0.690442,1.41562,2.07113
-0.232751,1.12235,1.34008,1.82138
0.397596,1.0274,1.40801,2.05881
-0.0590067,0.672484,1.88119,1.97916
0.0170066,0.973284,1.45928,2.02642
